A,23:00:52,1,10,0.0009
B,23:00:55,0,44,0.027299999999999998
c,23:01:03,0,35,0.0113
d,23:01:11,0,30,0.0103
e,23:01:13,0,29,0.0207
f,23:01:13,1,0,0.0
F,23:01:15,1,4,0.0
g,23:01:19,0,23,0.0057
h,23:01:20,0,22,0.0082
i,23:01:22,0,21,0.0024000000000000002
j,23:01:24,1,5,0.0
k,23:01:25,0,18,0.0048000000000000004
l,23:01:26,0,17,0.0039
m,23:01:28,0,16,0.0028000000000000004
n,23:01:28,0,15,0.0032000000000000006
