A,23:00:52,2,1,0.0
B,23:00:55,1,36,0.0129
c,23:01:03,2,0,0.0
d,23:01:11,1,34,0.0142
e,23:01:13,1,39,0.023700000000000002
f,23:01:13,2,1,0.0
F,23:01:15,2,1,0.0
g,23:01:19,1,29,0.010700000000000001
h,23:01:20,2,1,0.0
i,23:01:22,0,93,0.11900000000000002
j,23:01:24,2,1,0.0
k,23:01:25,1,25,0.007200000000000001
l,23:01:26,0,89,0.09409999999999999
m,23:01:28,1,21,0.0002
n,23:01:28,1,27,0.0027
